"","Valid_LIB.C.150","Alien_origin","rep.1..length.pezalps.TNRS.phy.tip.label..","endemic.TNRS","Ecrins.NP","Summits","Persistent","Under.Ice","Plat.de.la.Selle","Barre.des.Ecrins","La.Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale.Ailefroide","Brevoort","Burlan","Rocher.de.la.Selle","Choisy","Muraillette","Rateau","Lauvitel"
"479","Ervum_tetraspermum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","Eryngium_alpinum","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"481","Eryngium_campestre","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","Erysimum_duriaei_subsp._pyrenaicum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","Erysimum_jugicola","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484","Erysimum_nevadense","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","Erysimum_rhaeticum","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","Erysimum_virgatum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","Euonymus_europaeus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488","Euonymus_latifolius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","Eupatorium_cannabinum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","Euphorbia_cyparissias","",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"491","Euphorbia_dulcis","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","Euphorbia_exigua","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","Euphorbia_flavicoma_subsp._verrucosa","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","Euphorbia_helioscopia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","Euphrasia_alpina","",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"496","Euphrasia_hirtella","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","Euphrasia_minima","",1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1
"498","Euphrasia_minima_f._drosocalyx","",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"499","Euphrasia_pectinata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","Euphrasia_picta_subsp._kerneri","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501","Euphrasia_salisburgensis","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"502","Euphrasia_stricta","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"503","Fagus_sylvatica","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","Fallopia_convolvulus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","Festuca_acuminata","",0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
"506","Festuca_chalcophaea","Caucasus",0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
"507","Festuca_flavescens","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"508","Festuca_halleri","",1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1
"509","Festuca_heterophylla","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510","Festuca_laevigata_subsp._laevigata","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"511","Festuca_melanopsis","",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"512","Festuca_ovina","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"513","Festuca_pumila","",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"514","Festuca_rubra","",1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"515","Festuca_valesiaca","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","Filago_arvensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","Filipendula_ulmaria","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","Filipendula_vulgaris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519","Fourraea_alpina","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520","Fragaria_vesca","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","Fraxinus_excelsior","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522","Fumana_procumbens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","Gagea_fragifera","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524","Gagea_nakaiana","East asia",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525","Gagea_serotina","",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"526","Galeopsis_ladanum","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527","Galeopsis_tetrahit","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"528","Galium_aparine","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529","Galium_boreale","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530","Galium_corrudifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"531","Galium_glaucum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532","Galium_lucidum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533","Galium_megalospermum","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534","Galium_mollugo","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535","Galium_odoratum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536","Galium_palustre","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537","Galium_pseudohelveticum","",0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
"538","Galium_pumilum","",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"539","Galium_rotundifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540","Galium_sylvaticum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541","Galium_verum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542","Genista_cinerea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543","Genista_pilosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544","Genista_sagittalis","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545","Gentiana_acaulis","",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"546","Gentiana_asclepiadea","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547","Gentiana_bavarica","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548","Gentiana_brachyphylla","",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"549","Gentiana_cruciata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550","Gentiana_lutea","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","Gentiana_nivalis","",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"552","Gentiana_orbicularis","",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"553","Gentiana_pneumonanthe","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554","Gentiana_punctata","",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"555","Gentiana_verna","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"556","Gentianella_campestris","",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"557","Gentianopsis_ciliata","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","Geranium_argenteum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559","Geranium_columbinum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","Geranium_lucidum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"561","Geranium_nodosum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562","Geranium_phaeum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563","Geranium_pusillum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564","Geranium_pyrenaicum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565","Geranium_rivulare","",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"566","Geranium_robertianum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","Geranium_rotundifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","Geranium_sanguineum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","Geranium_sylvaticum","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"570","Geum_montanum","",0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1
"571","Geum_reptans","",1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1
"572","Geum_rivale","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573","Geum_urbanum","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"574","Glechoma_hederacea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575","Globularia_bisnagarica","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576","Globularia_cordifolia","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"577","Glyceria_fluitans","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578","Glyceria_notata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579","Gnaphalium_hoppeanum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580","Gnaphalium_norvegicum","",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"581","Gnaphalium_supinum","",1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1
"582","Gnaphalium_sylvaticum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583","Goodyera_repens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584","Gymnadenia_conopsea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","Gymnadenia_nigra","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","Gymnocarpium_dryopteris","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587","Gymnocarpium_robertianum","",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"588","Gypsophila_repens","",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"589","Hedera_helix","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590","Hedysarum_hedysaroides","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591","Helianthemum_apenninum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592","Helianthemum_grandiflorum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"593","Helianthemum_italicum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594","Helianthemum_nummularium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"595","Helictochloa_pratensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596","Helictochloa_versicolor","",1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"597","Helictotrichon_parlatorei","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"598","Helictotrichon_sedenense","",1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1
"599","Helictotrichon_sempervirens","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600","Heliosperma_pusillum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601","Helleborus_foetidus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"602","Heracleum_sphondylium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"603","Herniaria_alpina","",0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
"604","Herniaria_hirsuta","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","Herniaria_incana","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606","Hieracium_alpinum","",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"607","Hieracium_amplexicaule","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"608","Hieracium_antarcticum","Tierra del Fuego",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"609","Hieracium_argillaceum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"610","Hieracium_bifidum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"611","Hieracium_diaphanoides","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612","Hieracium_glaucinum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613","Hieracium_intybaceum","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"614","Hieracium_inuloides","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"615","Hieracium_jurassicum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"616","Hieracium_lachenalii","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617","Hieracium_lawsonii","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618","Hieracium_murorum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619","Hieracium_piliferum","",0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"620","Hieracium_pilosum","",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"621","Hieracium_prenanthoides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"622","Hieracium_sabaudum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"623","Hieracium_schmidtii","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"624","Hieracium_umbellatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"625","Hieracium_umbrosum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"626","Hieracium_valdepilosum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627","Hieracium_villosum","",1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"628","Himantoglossum_hircinum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629","Hippocrepis_comosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630","Hippocrepis_emerus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631","Hippophae_rhamnoides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"632","Holcus_lanatus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"633","Holosteum_umbellatum","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634","Homogyne_alpina","",1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"635","Hordelymus_europaeus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636","Hordeum_marinum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"637","Hornungia_alpina","",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"638","Humulus_lupulus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639","Huperzia_selago","",0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"640","Hylotelephium_anacampseros","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"641","Hylotelephium_maximum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642","Hylotelephium_telephium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"643","Hyoscyamus_niger","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644","Hypericum_hirsutum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","Hypericum_maculatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646","Hypericum_montanum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"647","Hypericum_perforatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","Hypericum_richeri","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"649","Hypochaeris_maculata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650","Hypochaeris_radicata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"651","Hyssopus_officinalis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"652","Iberis_pinnata","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"653","Ilex_aquifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654","Impatiens_glandulifera","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","Imperatoria_ostruthium","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"656","Inula_conyza","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"657","Inula_montana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658","Isatis_tinctoria","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"659","Jacobaea_erucifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","Jacobaea_incana","",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"661","Jacobaea_leucophylla","",0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1
"662","Jasione_montana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"663","Juglans_nigra","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"664","Juglans_regia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"665","Juncus_alpinoarticulatus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666","Juncus_arcticus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"667","Juncus_articulatus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668","Juncus_bufonius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","Juncus_compressus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670","Juncus_effusus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671","Juncus_filiformis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"672","Juncus_inflexus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673","Juncus_jacquinii","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"674","Juncus_trifidus","",1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1
"675","Juncus_triglumis","",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"676","Juniperus_communis","",1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"677","Juniperus_communis_subsp._nana","",0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
"678","Juniperus_sabina","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"679","Kernera_saxatilis","",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"680","Knautia_arvensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681","Knautia_dipsacifolia","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682","Koeleria_cenisia","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683","Koeleria_pyramidata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684","Koeleria_vallesiana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685","Laburnum_alpinum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686","Laburnum_anagyroides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687","Lactuca_alpina","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688","Lactuca_muralis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"689","Lactuca_perennis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690","Lactuca_serriola","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","Lamium_amplexicaule","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692","Lamium_galeobdolon","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693","Lamium_garganicum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694","Lamium_maculatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"695","Lamium_purpureum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696","Lappula_squarrosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697","Lapsana_communis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","Larix_decidua","",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"699","Laserpitium_gallicum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700","Laserpitium_halleri","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701","Laserpitium_latifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702","Laserpitium_siler","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703","Lathyrus_heterophyllus","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704","Lathyrus_latifolius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","Lathyrus_linifolius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706","Lathyrus_ochraceus","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707","Lathyrus_pratensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708","Lathyrus_sphaericus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","Lathyrus_sylvestris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710","Lathyrus_vernus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","Lavandula_angustifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712","Leontodon_crispus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713","Leontodon_hirtus","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714","Leontodon_hispidus","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"715","Leontopodium_brachyactis","Himaya",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"716","Leucanthemopsis_alpina","",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"717","Leucanthemum_adustum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718","Leucanthemum_atratum","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
