"","Valid_LIB.C.150","Alien_origin","rep.1..length.pezAlpes.phy.tip.label..","Endemic","Ecrins.NP","Summits","Persistent","Under.Ice","Plat.de.la.Selle","Barre.des.Ecrins","La.Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale.Ailefroide","Brevoort","Burlan","Rocher.de.la.Selle","Choisy","Muraillette","Rateau","Lauvitel"
"479","Ervilia_sylvatica","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","Ervum_tetraspermum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","Eryngium_alpinum","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"482","Eryngium_campestre","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","Erysimum_duriaei_subsp._pyrenaicum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484","Erysimum_jugicola","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","Erysimum_nevadense","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","Erysimum_rhaeticum","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","Erysimum_virgatum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488","Euonymus_europaeus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","Euonymus_latifolius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","Eupatorium_cannabinum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","Euphorbia_cyparissias","",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"492","Euphorbia_dulcis","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","Euphorbia_exigua","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","Euphorbia_flavicoma_subsp._verrucosa","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","Euphorbia_helioscopia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","Euphrasia_alpina","",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"497","Euphrasia_hirtella","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","Euphrasia_minima","",1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1
"499","Euphrasia_minima_f._drosocalyx","",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"500","Euphrasia_pectinata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501","Euphrasia_picta_subsp._kerneri","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","Euphrasia_salisburgensis","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"503","Euphrasia_stricta","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"504","Fagus_sylvatica","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","Fallopia_convolvulus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506","Festuca_acuminata","",0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
"507","Festuca_chalcophaea","Caucasus",0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
"508","Festuca_flavescens","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"509","Festuca_halleri","",1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1
"510","Festuca_heterophylla","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"511","Festuca_laevigata_subsp._laevigata","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"512","Festuca_melanopsis","",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"513","Festuca_ovina","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"514","Festuca_pumila","",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"515","Festuca_rubra","",1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"516","Festuca_valesiaca","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","Filago_arvensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","Filipendula_ulmaria","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519","Filipendula_vulgaris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520","Fourraea_alpina","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","Fragaria_vesca","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522","Fraxinus_excelsior","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","Fumana_procumbens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524","Gagea_fragifera","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525","Gagea_nakaiana","East asia",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"526","Gagea_serotina","",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"527","Galeopsis_ladanum","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"528","Galeopsis_tetrahit","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529","Galium_aparine","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530","Galium_boreale","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"531","Galium_commune","",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"532","Galium_corrudifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533","Galium_glaucum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534","Galium_lucidum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535","Galium_megalospermum","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536","Galium_mollugo","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537","Galium_odoratum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"538","Galium_palustre","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","Galium_pseudohelveticum","",0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
"540","Galium_pumilum","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"541","Galium_rotundifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542","Galium_sylvaticum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543","Galium_verum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544","Genista_cinerea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545","Genista_pilosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546","Genista_sagittalis","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547","Gentiana_acaulis","",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"548","Gentiana_asclepiadea","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549","Gentiana_bavarica","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550","Gentiana_brachyphylla","",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"551","Gentiana_cruciata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552","Gentiana_lutea","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553","Gentiana_nivalis","",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"554","Gentiana_orbicularis","",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"555","Gentiana_pneumonanthe","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"556","Gentiana_punctata","",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"557","Gentiana_verna","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"558","Gentianella_campestris","",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"559","Gentianopsis_ciliata","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","Geranium_argenteum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"561","Geranium_columbinum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562","Geranium_lucidum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563","Geranium_nodosum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564","Geranium_phaeum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565","Geranium_pusillum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"566","Geranium_pyrenaicum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","Geranium_rivulare","",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"568","Geranium_robertianum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","Geranium_rotundifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570","Geranium_sanguineum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571","Geranium_sylvaticum","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"572","Geum_montanum","",0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1
"573","Geum_reptans","",1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1
"574","Geum_rivale","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575","Geum_urbanum","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"576","Glechoma_hederacea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577","Globularia_bisnagarica","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578","Globularia_cordifolia","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"579","Glyceria_fluitans","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580","Glyceria_notata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"581","Gnaphalium_hoppeanum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582","Gnaphalium_norvegicum","",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"583","Gnaphalium_supinum","",1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1
"584","Gnaphalium_sylvaticum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","Goodyera_repens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","Gymnadenia_conopsea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587","Gymnadenia_nigra","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588","Gymnocarpium_dryopteris","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"589","Gymnocarpium_robertianum","",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"590","Gypsophila_repens","",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"591","Hedera_helix","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592","Hedysarum_hedysaroides","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"593","Helianthemum_apenninum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594","Helianthemum_grandiflorum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"595","Helianthemum_italicum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596","Helianthemum_nummularium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"597","Helictochloa_pratensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"598","Helictochloa_versicolor","",1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"599","Helictotrichon_parlatorei","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600","Helictotrichon_sedenense","",1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1
"601","Helictotrichon_sempervirens","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"602","Heliosperma_pusillum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"603","Helleborus_foetidus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","Heracleum_sphondylium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","Herniaria_alpina","",0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
"606","Herniaria_hirsuta","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"607","Herniaria_incana","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"608","Hieracium_alpinum","",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"609","Hieracium_amplexicaule","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"610","Hieracium_antarcticum","Tierra del Fuego",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"611","Hieracium_argillaceum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612","Hieracium_bifidum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613","Hieracium_diaphanoides","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"614","Hieracium_glaucinum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"615","Hieracium_intybaceum","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"616","Hieracium_inuloides","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617","Hieracium_jurassicum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618","Hieracium_lachenalii","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619","Hieracium_lawsonii","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"620","Hieracium_murorum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"621","Hieracium_piliferum","",0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"622","Hieracium_pilosum","",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"623","Hieracium_prenanthoides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"624","Hieracium_sabaudum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"625","Hieracium_schmidtii","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"626","Hieracium_umbellatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627","Hieracium_umbrosum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"628","Hieracium_valdepilosum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629","Hieracium_villosum","",1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"630","Himantoglossum_hircinum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631","Hippocrepis_comosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"632","Hippocrepis_emerus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"633","Hippophae_rhamnoides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634","Holcus_lanatus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"635","Holosteum_umbellatum","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636","Homogyne_alpina","",1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"637","Hordelymus_europaeus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"638","Hordeum_marinum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639","Hornungia_alpina","",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"640","Humulus_lupulus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641","Huperzia_selago","",0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"642","Hylotelephium_anacampseros","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"643","Hylotelephium_maximum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644","Hylotelephium_telephium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","Hyoscyamus_niger","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646","Hypericum_hirsutum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"647","Hypericum_maculatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","Hypericum_montanum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"649","Hypericum_perforatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650","Hypericum_richeri","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"651","Hypochaeris_maculata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"652","Hypochaeris_radicata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"653","Hyssopus_officinalis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654","Iberis_pinnata","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","Ilex_aquifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"656","Impatiens_glandulifera","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"657","Imperatoria_ostruthium","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"658","Inula_conyza","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"659","Inula_montana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","Isatis_tinctoria","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"661","Jacobaea_erucifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"662","Jacobaea_incana","",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"663","Jacobaea_leucophylla","",0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1
"664","Jasione_montana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"665","Juglans_nigra","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666","Juglans_regia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"667","Juncus_alpinoarticulatus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668","Juncus_arcticus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","Juncus_articulatus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670","Juncus_bufonius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671","Juncus_compressus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"672","Juncus_effusus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673","Juncus_filiformis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"674","Juncus_inflexus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675","Juncus_jacquinii","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676","Juncus_trifidus","",1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1
"677","Juncus_triglumis","",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"678","Juniperus_communis","",1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"679","Juniperus_communis_subsp._nana","",0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
"680","Juniperus_sabina","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"681","Kernera_saxatilis","",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"682","Knautia_arvensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683","Knautia_dipsacifolia","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684","Koeleria_cenisia","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685","Koeleria_pyramidata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686","Koeleria_vallesiana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687","Laburnum_alpinum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688","Laburnum_anagyroides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"689","Lactuca_alpina","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690","Lactuca_muralis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","Lactuca_perennis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692","Lactuca_serriola","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693","Lamium_amplexicaule","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694","Lamium_galeobdolon","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"695","Lamium_garganicum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696","Lamium_maculatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697","Lamium_purpureum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","Lappula_squarrosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699","Lapsana_communis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700","Larix_decidua","",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"701","Laserpitium_gallicum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702","Laserpitium_halleri","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703","Laserpitium_latifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704","Laserpitium_siler","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","Lathyrus_heterophyllus","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706","Lathyrus_latifolius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707","Lathyrus_linifolius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708","Lathyrus_ochraceus","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","Lathyrus_pratensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710","Lathyrus_sphaericus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","Lathyrus_sylvestris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712","Lathyrus_vernus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713","Lavandula_angustifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714","Leontodon_crispus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"715","Leontodon_hirtus","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716","Leontodon_hispidus","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"717","Leontopodium_brachyactis","Himaya",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"718","Leucanthemopsis_alpina","",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
